Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
MNEU00;Maisons-Neuves;CORSIER;CH;8592763;46.261368, 6.230316;Y
MNEU02;Maisons-Neuves;CORSIER;CH;8592763;46.261356, 6.230316;N
MNEU97;Maisons-Neuves;CORSIER;CH;8592763;46.261341, 6.230187;N
MNEU98;Maisons-Neuves;CORSIER;CH;8592763;46.261967, 6.230795;N
MO_C1;;GENÈVE;CH;;;N
MO_C2;;GENÈVE;CH;;;N
MO_F2;;GENÈVE;CH;;;N
MOEL99;Moillesulaz;GAILLARD;FR;8595829;;N
MOIL06;Moillesulaz-Douane;THÔNEX;CH;8593118;46.192467, 6.205883;N
MOIL08;Moillesulaz;THÔNEX;CH;8593118;46.19244, 6.205884;Y
MOIL92;Moillesulaz-Douane (CH);THÔNEX;CH;8593118;46.192638, 6.206509;N
MOIL95;Moillesulaz;THÔNEX;CH;8593118;46.192528, 6.205163;N
MOIL98;Moillesulaz;THÔNEX;CH;8593118;46.19239, 6.206643;N
MOLI01;Chemin des Mollies;GENTHOD;CH;;46.044125, 6.146775;N
MOLL00;Mollaz;LACONNEX;CH;8592972;46.154221, 6.03357;Y
MONE02;Lycée J. Monnet;ANNEMASSE;FR;8595821;46.182686, 6.245473;N
MONT00;Annemasse-Parc Montessuit;ANNEMASSE;FR;1400021;46.194092, 6.23033;N
MOPI00;Genève-Aéroport, Mövenpick;MEYRIN;CH;8510502;46.22361, 6.100741;N
MORA00;Moulin-de-la-Ratte;AIRE-LA-VILLE;CH;8595556;46.188423, 6.04594;N
MORL01;Grand-Saconnex, Crêts-Morillon;LE GRAND-SACONNEX;CH;8592940;46.228722, 6.128396;Y
MOSS01;Saint-Julien, Mössingen;SAINT-JULIEN-EN-GENEVOIS;FR;;46.147568, 6.086916;N
MOUI00;La Mouille;VEYRIER;CH;8593200;46.165035, 6.183597;Y
MOUI01;La Mouille;VEYRIER;CH;8593200;46.164711, 6.183216;Y
MOVE00;Moulin-de-la-Grave;AVUSY;CH;8595012;46.150482, 5.993627;N
MPAR01;Maison des Parlements;LE GRAND-SACONNEX;CH;8592852;46.225975, 6.123808;Y
MRAV01;Maurice-Ravel;VERSOIX;CH;;46.282589, 6.154481;N
MRCH00;Marché;CAROUGE;CH;8592677;46.183895, 6.140859;N
MRCH96;Carouge-Marché;CAROUGE;CH;8592677;46.183235, 6.13785;N
MRCH99;Marché;CAROUGE;CH;8592677;46.18388, 6.137579;N
MRIC99;Moulin-de-Richelien;COLLEX-BOSSY;CH;8595675;46.276016, 6.131999;N
MRMO01;Marmousets;FERNEY-VOLTAIRE;FR;8593221;46.258842, 6.107138;N
MRTI00;Martinet;AVULLY;CH;8592628;46.158733, 5.986521;N
MRTI01;Martinet;AVULLY;CH;8592628;46.15863, 5.986329;N
MSER00;Collège M. Servet;ANNEMASSE;FR;;46.191742, 6.237878;N
MSSE01;La Mousse;CHÊNE-BOURG;CH;8592708;46.197643, 6.194791;N
MTBL00;Mont-Blanc;GENÈVE;CH;8592864;46.207062, 6.147279;Y
MTBL01;Mont-Blanc;GENÈVE;CH;8592864;46.207634, 6.146643;Y
MTBL99;Mont-Blanc;GENÈVE;CH;8592864;46.208107, 6.148756;N
MTCH00;Montchoisy;GENÈVE;CH;8592865;46.203056, 6.16611;N
MTFL01;Montfleury;VERSOIX;CH;8593188;46.291451, 6.163692;Y
MTNR01;Martinière;AMBILLY;FR;8595828;46.199371, 6.225044;N
MUCA01;Musée de Carouge;CAROUGE;CH;;46.184372, 6.139352;N
MUET00;Musée d'ethnographie;GENÈVE;CH;8592868;46.197083, 6.137461;N
MUET02;Musée d'ethnographie;GENÈVE;CH;8592868;46.197842, 6.135992;Y
MUGE00;Muguets;VEYRIER;CH;8593206;46.171261, 6.160131;Y
MURA00;Murailles;MEINIER;CH;8593003;46.242184, 6.245213;Y
MURA02;Murailles;MEINIER;CH;8593003;46.242096, 6.245305;Y
MUSE98;Muséum;GENÈVE;CH;8592870;46.199039, 6.156489;N
MVER01;Moulin-de-Vert;CARTIGNY;CH;8592687;46.175045, 6.022116;N
MYMA00;Meyrin, Marcinhes;MEYRIN;CH;8512055;46.224339, 6.063886;N
MYMA01;Meyrin, Marcinhes;MEYRIN;CH;8512055;46.224178, 6.063766;N
MYRN01;Meyrin-Village;MEYRIN;CH;8593026;46.228817, 6.072183;Y
NADA00;Nant-d'Avril;SATIGNY;CH;8504812;46.225708, 6.056991;N
NANT01;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246452, 6.128488;Y
NATI02;Nations;GENÈVE;CH;8587058;46.222157, 6.139066;N
NATI19;Nations;GENÈVE;CH;8587058;46.221756, 6.137779;Y
NATI21;Nations;GENÈVE;CH;8587058;46.222446, 6.137672;Y
NATI23;Nations;GENÈVE;CH;8587058;46.223911, 6.137494;Y
NAVI01;Navigation;GENÈVE;CH;8592871;46.211781, 6.149591;Y
NEGO01;Négociants;AMBILLY;FR;8596018;46.196999, 6.228751;N
NOAS01;Nous-Aussi;VETRAZ-MONTHOUX;FR;8595830;46.177757, 6.247115;N
NOIR99;Noirettes;RUSSIN;CH;8593090;46.193005, 6.016381;N
NREX00;NH Geneva City;GENÈVE;CH;8592903;46.214081, 6.128955;N
NREX01;NH Geneva City;GENÈVE;CH;8592903;46.213898, 6.128923;N
NYCL01;Neydens-Chef Lieu;NEYDENS;FR;;46.120701, 6.104577;N
NYLF01;Neydens-La Forge;NEYDENS;FR;;46.118408, 6.110295;N
OBGE01;Observatoire de Genève;VERSOIX;CH;8595668;46.303707, 6.132379;Y
OMS00;OMS;GENÈVE;CH;8587904;46.23093, 6.133995;N
OMS03;OMS;GENÈVE;CH;8587904;46.231339, 6.133807;N
OMS99;OMS;GENÈVE;CH;8587904;46.231033, 6.134059;N
OMSB01;Genève, OMS-BIT;GENÈVE;CH;8587904;46.230854, 6.134127;Y
ONCI00;Onex-Cité;ONEX;CH;8593030;46.188404, 6.099869;Y
ONCI02;Onex-Cité;ONEX;CH;8593030;46.189613, 6.099088;Y
ONEX02;Onex-Salle communale;ONEX;CH;8587080;46.183521, 6.098745;Y
ONEX03;Onex-Salle communale;ONEX;CH;8587080;46.183788, 6.099554;Y
ONMA00;Onex-Marché;ONEX;CH;8593038;46.192093, 6.103004;Y
OPHT00;Ophtalmologie;GENÈVE;CH;8592872;46.191391, 6.148091;N
OPHT98;Ophtalmologie;GENÈVE;CH;8592872;46.190796, 6.148843;N
ORMA00;Ormeaux;GENÈVE;CH;8592873;46.206154, 6.136519;Y
ORRO00;Ornex-Les Roussets;ORNEX;FR;1401768;46.263596, 6.102728;Y
OUCH00;Les Ouches;GENÈVE;CH;8595020;46.210262, 6.117319;Y
OXFR00;Ornex-Fruitière;ORNEX;FR;1401767;46.272522, 6.09619;Y
P4800;Grand-Saconnex, Parking P48;LE GRAND-SACONNEX;CH;8505465;46.243885, 6.125547;N
P48ST;P48 (Stationnement);;CH;8505465;46.243824, 6.125599;N
P4900;Parking P49;LE GRAND-SACONNEX;CH;8505466;46.239777, 6.119361;N
PACH01;Parc Chuit;LANCY;CH;;46.191479, 6.12056;N
PACON00;Paconinges;JUVIGNY;FR;;46.221527, 6.294127;N
PAGN00;Thoiry-Place d'Allemogne;THOIRY;FR;1402570;46.244385, 5.983625;Y
PAIL00;Balexert-Pailly;VERNIER;CH;8593165;46.219734, 6.114082;Y
PAIL03;Balexert-Pailly;VERNIER;CH;8593165;46.220577, 6.114542;Y
PALE04;Palettes;LANCY;CH;8592988;46.175873, 6.121468;N
PALE05;Palettes;LANCY;CH;8592988;46.17643, 6.122271;N
PALE07;Palettes;LANCY;CH;8592988;46.176395, 6.122311;N
PALE09;Palettes;LANCY;CH;8592988;46.176601, 6.122189;Y
PALE96;Palettes;LANCY;CH;8592988;46.176483, 6.119107;N
PALE99;Palettes;LANCY;CH;8592988;46.17588, 6.121455;N
PARC00;Parc et plage des Eaux-Vives;GENÈVE;CH;8592876;46.209572, 6.167747;Y
PASS00;La Passe;CARTIGNY;CH;8592686;46.169968, 6.021497;Y
PAVI00;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.169521, 6.119899;N
PBAL01;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203442, 6.20312;Y
PBAL02;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203243, 6.202672;Y
PBAL04;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203999, 6.204079;Y
PBAL05;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.203926, 6.203848;Y
PBOC98;Pont-Bochet;THÔNEX;CH;8593109;46.210079, 6.217;N
PBRU00;Ferney-Planche-Brûlée;FERNEY-VOLTAIRE;FR;1401740;46.255138, 6.100549;Y
PCHA00;Plateau-de-Champel;GENÈVE;CH;8592886;46.19101, 6.152802;N
PCHA01;Plateau-de-Champel;GENÈVE;CH;8592886;46.191071, 6.152827;N
PCRI00;PC Richelien;VERSOIX;CH;;46.281246, 6.141427;N
PCRO00;Parc des Cropettes;GENÈVE;CH;;46.213318, 6.139257;N
PDEV01;Evaux-Stades;BERNEX;CH;8508111;46.186924, 6.085019;N
PDRI00;Pont-de-Drize;TROINEX;CH;8593125;46.163391, 6.149388;Y
PECE00;Pas de l'Échelle-École;ETREMBIÈRES;FR;8595832;46.163445, 6.18722;N
PECE99;Pas-de-l'Échelle École;ETREMBIÈRES;FR;8595832;46.165222, 6.187383;N
PECG99;Pas de l'Échelle-Gare;ETREMBIÈRES;FR;8595833;;N
PEDI98;Pédiatrie;GENÈVE;CH;8503332;46.191242, 6.145957;N
PEIL00;Peillonnex;CHÊNE-BOURG;CH;8592709;46.19397, 6.196508;Y
PEIL03;Peillonnex;CHÊNE-BOURG;CH;8592709;46.194016, 6.194305;Y
PELO00;La Pelotière;VERSOIX;CH;8593187;46.274418, 6.164351;Y
PEMA00;Perly-Mairie;PERLY-CERTOUX;CH;8593048;46.155472, 6.089919;Y
PEMA01;Perly-Mairie;PERLY-CERTOUX;CH;8593048;46.155201, 6.089757;N
PENT98;Penthes;PREGNY-CHAMBÉSY;CH;8593078;46.232643, 6.139116;N
PERI01;Perrier;ANNEMASSE;FR;8595835;46.184406, 6.24377;N
PERI02;Perrier;ANNEMASSE;FR;8595835;46.185513, 6.241674;N
PETR00;Petray;COLLONGE-BELLERIVE;CH;8592737;46.245544, 6.206937;Y
PEUP00;Peupliers;JUSSY;CH;8592967;46.238674, 6.280556;Y
PEVI03;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156376, 6.092668;Y
PEVI98;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156345, 6.092448;N
PEVI99;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156395, 6.092654;N
PFIL00;Pont de Fillinges;FILLINGES;FR;1400025;46.163174, 6.352321;N
PFLE00;Pré-Fleuri;PLAN-LES-OUATES;CH;8593065;46.166393, 6.107376;N
PFUM01;Vernier-Parfumerie;VERNIER;CH;8593166;46.205322, 6.076077;N
PGRA00;Petite-Grave;CARTIGNY;CH;8587072;46.173557, 6.041386;Y
PGRA01;Petite-Grave;CARTIGNY;CH;8587072;46.173454, 6.041557;Y
PGRA99;Petite-Grave;CARTIGNY;CH;8587072;46.173393, 6.040263;N
PIBO02;Pierre à Bochet;THÔNEX;CH;8593120;46.19791, 6.211538;N
PICO00;Picolettes;CRANVES-SALES;FR;8595837;46.190758, 6.289295;N
PIGR00;Genthod-Pierre-Grise;GENTHOD;CH;8503085;46.261059, 6.147593;Y
PIGR01;Genthod-Pierre-Grise;GENTHOD;CH;8503085;46.261127, 6.148084;Y
PLAIST;La Plaine-Gare Stationnement;DARDAGNY;CH;8587073;46.17865, 5.998031;N
PLDIST;Palladium Stationnement;GENÈVE;CH;8592874;46.203377, 6.138674;N
PLEC00;La Plaine-Ecole;DARDAGNY;CH;8592768;46.177925, 6.003338;Y
PLEV02;Place des Eaux-Vives;GENÈVE;CH;8592883;46.202354, 6.156499;N
PLEV03;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201859, 6.155746;Y
PLEV98;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201733, 6.157694;N
PLEY02;Palais Eynard;GENÈVE;CH;8595021;46.19968, 6.147648;N
PLEY99;Palais Eynard;GENÈVE;CH;8595021;46.198769, 6.147545;N
PLIO01;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.241676, 6.026192;Y
PLIO02;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.242123, 6.025038;Y
PLLY01;Pouilly;SAINT-GENIS-POUILLY;FR;;46.253151, 6.034773;N
PLO2;Locaux SAEIV 2;;CH;;;N
PLOU00;Plan-les-Ouates-Mairie;PLAN-LES-OUATES;CH;8587083;46.168663, 6.118198;Y
PLPA08;Plainpalais;GENÈVE;CH;8587907;46.198124, 6.142787;Y
PLPA09;Plainpalais;GENÈVE;CH;8587907;46.197586, 6.142088;N
PLRT00;Pré-Lauret;BERNEX;CH;8592666;46.158634, 6.057577;N
PLRT01;Pré-Lauret;BERNEX;CH;8592666;46.158722, 6.057432;N
PLTZ01;La Plantaz;JUVIGNY;FR;8595805;46.213165, 6.297906;N
PLYC00;Périllat-Lycée;ANNEMASSE;FR;8595834;46.190948, 6.238794;N
PLYC01;Périllat-Lycée;ANNEMASSE;FR;8595834;46.190868, 6.238731;N
PMAI00;Parc Eugène Maître;ANNEMASSE;FR;8595783;46.197445, 6.239637;N
PMAI01;Parc Eugène Maître;ANNEMASSE;FR;8595783;46.197552, 6.23931;N
PMAR00;Puplinge, Pré-Marquis;PUPLINGE;CH;8593087;46.213375, 6.234413;Y
PMAR01;Puplinge, Pré-Marquis;PUPLINGE;CH;8593087;46.213417, 6.234581;Y
PMAR99;Puplinge, Pré-Marquis;PUPLINGE;CH;8593087;46.214569, 6.233842;N
PMEY00;Pedro-Meylan;GENÈVE;CH;8592877;46.195423, 6.165576;N
PMEY01;Pedro-Meylan;GENÈVE;CH;8592877;46.195404, 6.165355;N
PMIO00;Petit-Miolan;CHOULEX;CH;8592718;46.220367, 6.218329;Y
PMIO98;Petit-Miolan;CHOULEX;CH;8592718;46.220322, 6.218252;N
PMIO99;Petit-Miolan;CHOULEX;CH;8592718;46.220245, 6.218391;N
PMOR00;Place A. Moret;ANNEMASSE;FR;8595839;46.192284, 6.23462;N
PNEV02;Place de Neuve;GENÈVE;CH;8592885;46.200996, 6.143795;Y
PNEV03;Place de Neuve;GENÈVE;CH;8592885;46.200748, 6.143334;Y
PNEV04;Place de Neuve;GENÈVE;CH;8592885;46.201, 6.1436;Y
PNEV05;Place de Neuve;GENÈVE;CH;8592885;46.201504, 6.144029;Y
PNEV95;Place de Neuve;GENÈVE;CH;8592885;46.202244, 6.143519;N
PNEV99;Place de Neuve;GENÈVE;CH;8592885;46.201061, 6.143638;N
PNEVST;Place de Neuve (ST);GENÈVE;CH;8592885;46.200901, 6.143353;N
POEM00;Thoiry-Pôle Emploi;THOIRY;FR;1401809;46.237686, 6.011397;Y
POGA00;Pougny-Gare;POUGNY;FR;1401775;46.143749, 5.960643;Y
POGAST;Pougny-Gare Stationnement;POUGNY;FR;1401775;46.143745, 5.960385;N
POMI00;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.230591, 6.124876;Y
POMI02;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.230816, 6.126842;Y
PONT03;Pontets;LANCY;CH;8592992;46.173267, 6.123551;Y
PONT99;Pontets;LANCY;CH;8592992;46.173649, 6.123246;N
POTI00;Pottière;VILLE-LA-GRAND;FR;8595992;46.1996, 6.257248;N
POTI01;Pottière;VILLE-LA-GRAND;FR;8595992;46.199657, 6.257348;N
PPIN01;Plateau de Pinchat;VEYRIER;CH;8587036;46.171932, 6.142361;Y
PR4500;P+R P45;LE GRAND-SACONNEX;CH;;46.23959, 6.123392;N
PR4703;Aéroport-P47;LE GRAND-SACONNEX;CH;8592949;46.24287, 6.121703;N
PRAR00;Prairie;ANNEMASSE;FR;8595844;46.19611, 6.251715;N
PRAR01;Prairie;ANNEMASSE;FR;8595844;46.196281, 6.251931;N
PRBE07;Bernex-P+R;BERNEX;CH;8592660;46.178822, 6.084964;N
PRBE09;Bernex-P+R;BERNEX;CH;8592660;46.179127, 6.083878;N
PRBE10;Bernex-P+R;BERNEX;CH;8592660;46.178394, 6.082616;N
PRCE01;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.254128, 6.060058;Y
PRCE02;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.255779, 6.057823;N
PRCH01;Parc du Château;PRÉVESSIN-MOËNS;FR;;;N
PRDE00;Presinge, Dessus;PRESINGE;CH;;46.218391, 6.259597;N
PREC01;Pregnin, école;SAINT-GENIS-POUILLY;FR;1402497;46.266346, 6.039003;Y
PREL01;La Prêle;COLLEX-BOSSY;CH;8592721;46.267845, 6.124237;Y
PREV00;Prévessin-Moëns-Mairie;PRÉVESSIN-MOËNS;FR;1401005;46.254574, 6.081095;Y
PREV03;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401005;46.242504, 6.031473;N
PRFE00;Ferney P+R;FERNEY-VOLTAIRE;FR;;46.258793, 6.10985;N
PRGM00;Meyrin-Gare;MEYRIN;CH;8595029;46.22171, 6.077002;Y
PRGM02;Meyrin-Gare;MEYRIN;CH;8595029;46.220825, 6.075533;Y
PRJM00;J Monnet-P+R;ANNEMASSE;FR;8595821;46.182388, 6.246457;N
PRMA01;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179611, 6.078145;Y
PRMA92;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179562, 6.078219;N
PROXI01;Proxi Tac 2;ANNEMASSE;FR;;46.196541, 6.265907;N
PRPE00;P+R Perly;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150574, 6.088759;N
PRPE01;P+R Perly;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150677, 6.088976;N
PRPE02;P+R Perly;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150612, 6.088732;N
PRPI01;Pré-Picot;COLOGNY;CH;8507355;46.203949, 6.175068;Y
PRPI98;Pré-Picot;COLOGNY;CH;8507355;46.205902, 6.175766;N
PRPL02;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.204243, 6.262228;N
PRRI00;Prairie;GENÈVE;CH;8592890;46.208565, 6.135502;Y
PRSM01;Sous-Moulin;THÔNEX;CH;8588310;46.19054, 6.192519;Y
PRSM99;P+R Sous-Moulin;THÔNEX;CH;;46.493847, 6.136055;N
PRTE00;Porte 41;MEYRIN;CH;;46.227974, 6.056946;N
PRUL00;Prulay;MEYRIN;CH;8595031;46.232014, 6.075124;Y
PRUL01;Prulay;MEYRIN;CH;8595031;46.231956, 6.074944;Y
PRVG98;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276623, 6.246739;N
PSAC04;Petit-Saconnex;GENÈVE;CH;8592880;46.223137, 6.130513;Y
PSAC05;Petit-Saconnex;GENÈVE;CH;8592880;46.223129, 6.130657;Y
PSAC96;Petit-Saconnex;GENÈVE;CH;8592880;46.22187, 6.125411;Y
PSAC97;Petit-Saconnex;GENÈVE;CH;8592880;46.221958, 6.125565;Y
PSAC99;Petit-Saconnex;GENÈVE;CH;8592880;46.222099, 6.12556;N
PSEC00;Poste de Secours;VERSOIX;CH;;;N
PSGE02;Presinge-Village;PRESINGE;CH;8587085;46.219337, 6.253463;Y
PSGEST;Presinge-Village (ST);PRESINGE;CH;8587085;46.219833, 6.255333;N
PSLO00;Petit-Saint-Loup;VERSOIX;CH;;46.282276, 6.145196;N
PSON00;Chemin des Pinsons;CHÊNE-BOURG;CH;;46.044125, 6.146775;N
PSRY01;Passeiry;AVUSY;CH;8592638;46.156132, 6.002941;N
PSRY04;Passeiry;AVUSY;CH;8592638;46.156471, 6.003347;N
PSSY01;Peissy;SATIGNY;CH;8587416;46.210621, 6.020063;N
PSTA01;Parc Stagni;CHÊNE-BOUGERIES;CH;8592698;46.19598, 6.18681;Y
PSTM00;Parking-ST-MICRO;SAINT-GENIS-POUILLY;FR;;46.234074, 6.021384;N
PSUS00;Peney-Dessus;SATIGNY;CH;8595672;46.200329, 6.036799;Y
PTET00;Pont d'Étrembières;ETREMBIÈRES;FR;8595841;46.18187, 6.231431;N
PTET99;ROUTE DES DÉPORTÉS / INCONNU;ETREMBIÈRES;FR;8595841;46.182755, 6.2306;N
PTLA01;Petit-Lancy-Place;LANCY;CH;8587082;46.190575, 6.119545;Y
PTLU00;Petit-Lullier;JUSSY;CH;8507424;46.233013, 6.267984;Y
PTNR00;Pont Noir;GAILLARD;FR;8595843;46.192577, 6.215971;N
PTOU98;Les Petoux;PUPLINGE;CH;8593086;46.205933, 6.225482;N
PTPE00;Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.193077, 6.043658;N
PUMA00;Puplinge-Mairie;PUPLINGE;CH;8587086;46.210922, 6.232018;Y
PUMA95;Puplinge-Mairie;PUPLINGE;CH;8587086;46.21069, 6.234222;N
PUMA97;Puplinge-Mairie;PUPLINGE;CH;8587086;46.211319, 6.228227;N
PUMA98;Puplinge-Mairie;PUPLINGE;CH;8587086;46.21154, 6.232484;N
PUMA99;Puplinge-Mairie;PUPLINGE;CH;8587086;46.211445, 6.232693;N
PUPL01;Puplinge;PUPLINGE;CH;;46.211384, 6.228285;N
PVEY02;Petit-Veyrier;VEYRIER;CH;8593207;46.170052, 6.182213;Y
PXHA01;Musée Auto;LE GRAND-SACONNEX;CH;;46.235985, 6.115151;N
PXPH99;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.23444, 6.116864;N
PXPO00;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233486, 6.11857;Y
PXPO97;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233665, 6.118485;N
PYMA00;Pregny-Mairie;PREGNY-CHAMBÉSY;CH;8593077;46.237469, 6.141281;Y
PYMA01;Pregny-Mairie;PREGNY-CHAMBÉSY;CH;8593077;46.237225, 6.14104;Y
PYVI00;Pregny-Village;PREGNY-CHAMBÉSY;CH;8587084;46.233761, 6.139399;Y
PYVI01;Pregny-Village;PREGNY-CHAMBÉSY;CH;8587084;46.234745, 6.139426;Y
QARV00;Queue-d'Arve;GENÈVE;CH;8592891;46.195438, 6.13;Y
QUID00;Quidort;LANCY;CH;8592995;46.193638, 6.12363;Y
RAVI00;Ravières;PERLY-CERTOUX;CH;8595034;46.154903, 6.094011;Y
RBAU00;Rouelbeau;MEINIER;CH;8595674;46.24662, 6.219491;Y
RBNV01;Route de Bonneville;ANNEMASSE;FR;8595851;46.178978, 6.240807;N
RC01;GTR;;CH;;;N
RCOR01;Route de Corsinge;MEINIER;CH;8593006;46.246445, 6.236949;Y
RCPS99;Route de Compois;MEINIER;CH;8593005;46.237675, 6.24277;N
RECE00;Ferney, The Résidence M3;FERNEY-VOLTAIRE;FR;1402576;46.25388, 6.112932;N
RECO00;Régiment-de-Conti;VERSOIX;CH;;46.275017, 6.15657;N
RECO01;Régiment-de-Conti;VERSOIX;CH;;46.27507, 6.156574;N
REFT01;Le Renfort;AVUSY;CH;8592636;46.144375, 6.009334;N
REFT99;Le Renfort;AVUSY;CH;8592636;46.144199, 6.009496;N
REGN98;Reignier, Collège;REIGNIER-ESERY;FR;;46.136581, 6.267082;N
RENF00;Renfile;VERNIER;CH;8593169;46.219173, 6.095535;N
RENF02;Renfile;VERNIER;CH;8593169;46.21925, 6.095909;N
REPE01;Repentance;COLLONGE-BELLERIVE;CH;8592738;46.255249, 6.223305;Y
REPL00;Résidence La Plaine;DARDAGNY;CH;;46.177662, 5.998131;N
REPL01;Résidence La Plaine;DARDAGNY;CH;;46.177586, 5.998083;N
REPO00;Chambésy, Le Reposoir;PREGNY-CHAMBÉSY;CH;8511628;46.231533, 6.149545;N
REPU00;République;VILLE-LA-GRAND;FR;8595846;46.201157, 6.244336;N
RESI01;Résistance;ANNEMASSE;FR;8595847;46.196896, 6.253718;N
RFEI00;Route de Feigères;SAINT-JULIEN-EN-GENEVOIS;FR;1401231;46.136906, 6.078834;N
RFEI01;Route de Feigères;SAINT-JULIEN-EN-GENEVOIS;FR;1401231;46.1366, 6.079174;N
RIAN00;Riant-Parc;GENÈVE;CH;8592893;46.221527, 6.119197;Y
RIEU02;Rieu;GENÈVE;CH;8592894;46.195404, 6.165563;Y
RIEU99;Rieu;GENÈVE;CH;8592894;46.196877, 6.166669;N
RIVE01;Rive;GENÈVE;CH;8587061;46.20155, 6.153603;Y
RIVE04;Rive;GENÈVE;CH;8587061;46.202026, 6.153488;Y
RIVE06;Rive;GENÈVE;CH;8587061;46.20171, 6.152692;Y
RIVE07;Rive;GENÈVE;CH;8587061;46.202446, 6.15364;N
RIVE08;Rive;GENÈVE;CH;8587061;46.201912, 6.152286;Y
RIVE09;Rive;GENÈVE;CH;8587061;46.201645, 6.151813;Y
RIVE12;Rive;GENÈVE;CH;8587061;46.202091, 6.15359;N
RIVE14;Rive;GENÈVE;CH;8587061;46.202648, 6.15366;N
RIVE98;Rive;GENÈVE;CH;8587061;46.201443, 6.153061;N
RMOU00;Carouge, Mouettes;CAROUGE;CH;8592680;46.188309, 6.136686;Y
RMOU01;Carouge, Mouettes;CAROUGE;CH;8592680;46.189018, 6.137097;Y
ROBH00;Bernex-Hainard;BERNEX;CH;8508128;46.176025, 6.066215;Y
ROCHE99;Roches;GENÈVE;CH;8592896;46.493847, 6.136055;N
ROIS00;Rois;GENÈVE;CH;8592897;46.202801, 6.137817;N
ROMA00;Romagny;ANNEMASSE;FR;8595849;46.195702, 6.243031;N
ROMA01;Romagny;ANNEMASSE;FR;8595849;46.195747, 6.242796;N
ROME00;Chemin des Romelles;GENTHOD;CH;;46.044125, 6.146775;N
RORE01;Roselière;BELLEVUE;CH;8503243;46.254478, 6.141264;Y
ROSE98;Roseraie;GENÈVE;CH;8592898;46.19241, 6.149838;N
ROTD00;Rotonde;VILLE-LA-GRAND;FR;8595850;46.204166, 6.241381;N
ROUE02;Rouette;CHOULEX;CH;8592719;46.230553, 6.213266;N
ROUE03;Rouette;COLLONGE-BELLERIVE;CH;8592719;46.230568, 6.213239;N
ROUE99;Rouette;CHOULEX;CH;8592719;46.230663, 6.21323;N
ROUL01;Le Roulave;DARDAGNY;CH;8503419;46.20134, 5.981316;Y
RPBO00;Route du Pont-de-Bossy;VERSOIX;CH;;46.30732, 6.125934;N
RPOS00;Le Reposoir;VEYRIER;CH;8593202;46.169357, 6.177541;Y
RPOS01;Le Reposoir;VEYRIER;CH;8593202;46.169327, 6.177982;Y
RSMA00;Collonge-Bellerive, Pré-d'Orsat;COLLONGE-BELLERIVE;CH;8592727;46.256851, 6.20794;Y
RTAN01;Route de Taninges;ANNEMASSE;FR;;;N
RTEP01;Route d'Épeisses;AVULLY;CH;8592630;46.168224, 5.996148;N
RTJU98;Route de Jussy;PUPLINGE;CH;;46.210579, 6.231591;N
RTTE00;Rochette;ONEX;CH;8593042;46.182953, 6.101921;Y
RUNO01;Russin-Noirettes;RUSSIN;CH;8593090;46.193241, 6.016538;Y
RUSS00;Russin-Village;RUSSIN;CH;8587087;46.188591, 6.013693;Y
S_BOCA;Scolaire Bois-Caran;;CH;;46.044125, 6.146775;N
S_CALV;Scolaire Calvin;;CH;;46.044125, 6.146775;N
S_CHAV;Scolaire Chavanne;;CH;;46.044125, 6.146775;N
S_CLAP;Scolaire Claparède;;CH;;;N
S_FORO;Scolaire Foron;;CH;;;N
S_LYIN;Scolaire Lycée International;;CH;;;N
S_ROUS;Scolaire Rousseau;;CH;;;N
S_SAUS;Scolaire Saussure;;CH;;;N
